Ｎｏ,分類,アイテム名,アイテム名：漢字,アイコンキャラ(*.sch),アイコンパレット(*.scl),買値,装備効果,威力,装備効果説明＆発動タイミング,なげつける威力,なげつける効果,しぜんのめぐみ威力,しぜんのめぐみタイプ,ついばむ効果,フィールドバック画面１行目：18文字目安,フィールドバック画面２行目：18文字目安,フィールドバック画面３行目：18文字目安,漢字の説明１,漢字の説明２,漢字の説明３,重要,便利,field保存先,b保存ボール,b保存戦闘用,b保存ＨＰ,b保存状態異常,b保存PP,Ｆ使用,Ｂ使用,ワークタイプ,ワーク,能力ガード,クリティカル,攻撃力,防御力,素早さ,命中率,特殊攻撃,特殊防御,レベルup,pp回復flg　（０＝選択ナシ、１＝選択アリ  ,pp回復値,pp値up,HP努力値,攻撃努力値,防御努力値,素早努力値,特攻努力値,特防努力値,なつき度1　（なつき度100未満）,なつき度2　（なつき度100以上200未満,なつき度3　（なつき度200以上）,眠り回復,毒回復,やけど回復,こおり回復,まひ回復,混乱回復,メロメロ回復,ＨＰ回復,瀕死回復,進化,備考／入手場所…ＦＳ（フレンドリーショップ）
050,くすり,ふしぎなアメ,ふしぎなアメ,item_068,item_068,004800,0,0,,30,0,0,ー,0,エネルギーの　つまった　アメ。,あたえると　ポケモン　１ひきの,レベルが　１だけ　あがる。,エネルギーの　つまった　アメ。,あたえると　ポケモン　１ひきの,レベルが　１だけ　あがる。,0,0,DRUG,0,0,0,0,0,RECOVER,0,RECOVER,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,1,0,27番道路で拾う。大好きクラブ会長から入手。アオイの合言葉で入手。
051,くすり,ポイントアップ,ポイントアップ,item_069,item_069,009800,0,0,,30,0,0,ー,0,ポケモンが　おぼえている,わざのうち　１つの　ＰＰの,さいだいちを　すこし　あげる。,ポケモンが　おぼえている,わざのうち　１つの　ＰＰの,さいだいちを　すこし　あげる。,0,0,DRUG,0,0,0,0,0,RECOVER,0,RECOVER,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,ラジオ塔(コガネ)：ＩＤクジの３等景品。
052,くすり,キトサン,キトサン,item_064,item_070,009800,0,0,,30,0,0,ー,0,ポケモンの　えいようドリンク。,ポケモン　１ひきの　とくぼうの,きそポイントを　あげる。,ポケモンの　えいようドリンク。,ポケモン　１ひきの　とくぼうの,きそポイントを　あげる。,0,0,DRUG,0,0,0,0,0,RECOVER,0,RECOVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,2,0,0,0,0,0,0,0,0,0,0,
053,くすり,ポイントマックス,ポイントマックス,item_071,item_071,009800,0,0,,30,0,0,ー,0,おぼえている　わざのうち,１つの　ＰＰの　さいだいちを,さいこうまで　あげる。,おぼえている　わざのうち,１つの　ＰＰの　さいだいちを,さいこうまで　あげる。,0,0,DRUG,0,0,0,0,0,RECOVER,0,RECOVER,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,
054,くすり,もりのヨウカン,もりのヨウカン,item_375,item_375,000200,0,0,,30,0,0,ー,0,ハクタイの　かくれた　めいぶつ。,ポケモン　１ひきの　じょうたいの,いじょうを　すべて　かいふくする。,ハクタイの　かくれた　めいぶつ。,ポケモン　１ひきの　じょうたいの,いじょうを　すべて　かいふくする。,0,0,DRUG,0,0,0,1,0,RECOVER,RECOVER,RECOVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,
055,戦闘,エフェクトガード,エフェクトガード,item_076,item_073,000700,0,0,,30,0,0,ー,0,せんとうちゅう　５ターンの　あいだ,みかたの　のうりょくを,さげられなくする　どうぐ。,せんとうちゅう　５ターンの　あいだ,みかたの　のうりょくを,さげられなくする　どうぐ。,0,0,NORMAL,0,1,0,0,0,0,0,RECOVER,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
056,戦闘,クリティカッター,クリティカッター,item_076,item_074,000650,0,0,,30,0,0,ー,0,せんとうちゅう　きゅうしょに,あたりやすくなる　どうぐ。,ひっこめると　もとに　もどる。,せんとうちゅう　きゅうしょに,あたりやすくなる　どうぐ。,ひっこめると　もとに　もどる。,0,0,NORMAL,0,1,0,0,0,0,0,RECOVER,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
057,戦闘,プラスパワー,プラスパワー,item_076,item_075,000500,0,0,,30,0,0,ー,0,せんとうちゅうの　ポケモンの,こうげきを　あげる　どうぐ。,ひっこめると　もとに　もどる。,せんとうちゅうの　ポケモンの,こうげきを　あげる　どうぐ。,ひっこめると　もとに　もどる。,0,0,NORMAL,0,1,0,0,0,0,0,RECOVER,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
058,戦闘,ディフェンダー,ディフェンダー,item_076,item_076,000550,0,0,,30,0,0,ー,0,せんとうちゅうの　ポケモンの,ぼうぎょを　あげる　どうぐ。,ひっこめると　もとに　もどる。,せんとうちゅうの　ポケモンの,ぼうぎょを　あげる　どうぐ。,ひっこめると　もとに　もどる。,0,0,NORMAL,0,1,0,0,0,0,0,RECOVER,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
059,戦闘,スピーダー,スピーダー,item_076,item_077,000350,0,0,,30,0,0,ー,0,せんとうちゅうの　ポケモンの,すばやさを　あげる　どうぐ。,ひっこめると　もとに　もどる。,せんとうちゅうの　ポケモンの,すばやさを　あげる　どうぐ。,ひっこめると　もとに　もどる。,0,0,NORMAL,0,1,0,0,0,0,0,RECOVER,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
060,戦闘,ヨクアタール,ヨクアタール,item_076,item_078,000950,0,0,,30,0,0,ー,0,せんとうちゅうの　ポケモンの,めいちゅうを　あげる　どうぐ。,ひっこめると　もとに　もどる。,せんとうちゅうの　ポケモンの,めいちゅうを　あげる　どうぐ。,ひっこめると　もとに　もどる。,0,0,NORMAL,0,1,0,0,0,0,0,RECOVER,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
061,戦闘,スペシャルアップ,スペシャルアップ,item_076,item_079,000350,0,0,,30,0,0,ー,0,せんとうちゅうの　ポケモンの,とくこうを　あげる　どうぐ。,ひっこめると　もとに　もどる。,せんとうちゅうの　ポケモンの,とくこうを　あげる　どうぐ。,ひっこめると　もとに　もどる。,0,0,NORMAL,0,1,0,0,0,0,0,RECOVER,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
062,戦闘,スペシャルガード,スペシャルガード,item_076,item_376,000350,0,0,,30,0,0,ー,0,せんとうちゅうの　ポケモンの,とくぼうを　あげる　どうぐ。,ひっこめると　もとに　もどる。,せんとうちゅうの　ポケモンの,とくぼうを　あげる　どうぐ。,ひっこめると　もとに　もどる。,0,0,NORMAL,0,1,0,0,0,0,0,RECOVER,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
063,戦闘,ピッピにんぎょう,ピッピにんぎょう,item_080,item_080,001000,0,0,,30,0,0,ー,0,ポケモンの　きを　ひかせる　どうぐ。,やせいポケモンとの　せんとうから,ぜったいに　にげられる。,ポケモンの　きを　ひかせる　どうぐ。,やせいポケモンとの　せんとうから,ぜったいに　にげられる。,0,0,NORMAL,0,1,0,0,0,0,ESCAPE,RECOVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
064,戦闘,エネコのシッポ,エネコのシッポ,item_081,item_081,001000,0,0,,30,0,0,ー,0,ポケモンの　きを　ひかせる　どうぐ。,やせいポケモンとの　せんとうから,ぜったいに　にげられる。,ポケモンの　きを　ひかせる　どうぐ。,やせいポケモンとの　せんとうから,ぜったいに　にげられる。,0,0,NORMAL,0,1,0,0,0,0,ESCAPE,RECOVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
065,戦闘,あおいビードロ,あおいビードロ,item_039,item_039,000100,0,0,,30,0,0,ー,0,ガラスせいの　あおい　ふえ。,ポケモン　１ひきの　ねむりの,じょうたいを　かいふくする。,ガラスせいの　あおい　ふえ。,ポケモン　１ひきの　ねむりの,じょうたいを　かいふくする。,0,0,NORMAL,0,0,0,1,0,0,0,RECOVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
066,戦闘,きいろビードロ,きいろビードロ,item_039,item_040,000200,0,0,,30,0,0,ー,0,ガラスせいの　きいろい　ふえ。,ポケモン　１ひきの　こんらんの,じょうたいを　かいふくする。,ガラスせいの　きいろい　ふえ。,ポケモン　１ひきの　こんらんの,じょうたいを　かいふくする。,0,0,NORMAL,0,0,0,1,0,0,0,RECOVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
067,戦闘,あかいビードロ,あかいビードロ,item_039,item_041,000300,0,0,,30,0,0,ー,0,ガラスせいの　あかい　ふえ。,ポケモン　１ひきの　メロメロの,じょうたいを　かいふくする。,ガラスせいの　あかい　ふえ。,ポケモン　１ひきの　メロメロの,じょうたいを　かいふくする。,0,0,NORMAL,0,0,0,1,0,0,0,RECOVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
068,ノーマル,くろいビードロ,くろいビードロ,item_039,item_042,000400,0,50,使ったマップにいる間、エンカウント率が1/2倍になる。,30,0,0,ー,0,ガラスせいの　くろい　ふえ。,ふくと　やせいの　ポケモンが,でて　きにくくなる。,ガラスせいの　くろい　ふえ。,ふくと　やせいの　ポケモンが,でて　きにくくなる。,0,0,NORMAL,0,0,0,0,0,BAG_MSG,0,RECOVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
069,ノーマル,しろいビードロ,しろいビードロ,item_039,item_043,000500,0,150,使ったマップにいる間、エンカウント率が1.5倍になる。,30,0,0,ー,0,ガラスせいの　しろい　ふえ。,ふくと　やせいの　ポケモンが,でて　きやすくなる。,ガラスせいの　しろい　ふえ。,ふくと　やせいの　ポケモンが,でて　きやすくなる。,0,0,NORMAL,0,0,0,0,0,BAG_MSG,0,RECOVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
070,ノーマル,あさせのしお,あさせのしお,item_030,item_046,000020,0,0,,30,0,0,ー,0,あさせのほらあなの　なかで,みつけた　きれいな　しお。,ものすごく　しょっぱい。,あさせのほらあなの　なかで,みつけた　きれいな　しお。,ものすごく　しょっぱい。,0,0,NORMAL,0,0,0,0,0,0,0,RECOVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
071,ノーマル,あさせのかいがら,あさせのかいがら,item_047,item_047,000020,0,0,,30,0,0,ー,0,あさせのほらあなの　なかで,みつけた　きれいな　かいがら。,あおと　しろの　しまもよう。,あさせのほらあなの　なかで,みつけた　きれいな　かいがら。,あおと　しろの　しまもよう。,0,0,NORMAL,0,0,0,0,0,0,0,RECOVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
072,ノーマル,あかいかけら,あかいかけら,item_048,item_048,000200,0,0,,30,0,0,ー,0,あかい　ちいさな　かけら。,むかしに　つくられた　なにかの,どうぐの　いちぶ　らしい。,あかい　ちいさな　かけら。,むかしに　つくられた　なにかの,どうぐの　いちぶ　らしい。,0,0,NORMAL,0,0,0,0,0,0,0,RECOVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
073,ノーマル,あおいかけら,あおいかけら,item_048,item_049,000200,0,0,,30,0,0,ー,0,あおい　ちいさな　かけら。,むかしに　つくられた　なにかの,どうぐの　いちぶ　らしい。,あおい　ちいさな　かけら。,むかしに　つくられた　なにかの,どうぐの　いちぶ　らしい。,0,0,NORMAL,0,0,0,0,0,0,0,RECOVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
074,ノーマル,きいろいかけら,きいろいかけら,item_048,item_050,000200,0,0,,30,0,0,ー,0,きいろい　ちいさな　かけら。,むかしに　つくられた　なにかの,どうぐの　いちぶ　らしい。,きいろい　ちいさな　かけら。,むかしに　つくられた　なにかの,どうぐの　いちぶ　らしい。,0,0,NORMAL,0,0,0,0,0,0,0,RECOVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
075,ノーマル,みどりのかけら,みどりのかけら,item_048,item_051,000200,0,0,,30,0,0,ー,0,みどりの　ちいさな　かけら。,むかしに　つくられた　なにかの,どうぐの　いちぶ　らしい。,みどりの　ちいさな　かけら。,むかしに　つくられた　なにかの,どうぐの　いちぶ　らしい。,0,0,NORMAL,0,0,0,0,0,0,0,RECOVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
076,ノーマル,シルバースプレー,シルバースプレー,item_083,item_083,000500,0,200,,30,0,0,ー,0,２００ぽ　すすむ　あいだ,よわい　やせいの　ポケモンが,まったく　でて　こなくなる。,２００ぽ　すすむ　あいだ,よわい　やせいの　ポケモンが,まったく　でて　こなくなる。,0,0,NORMAL,0,0,0,0,0,BAG_MSG,0,RECOVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
077,ノーマル,ゴールドスプレー,ゴールドスプレー,item_083,item_084,000700,0,250,,30,0,0,ー,0,２５０ぽ　すすむ　あいだ,よわい　やせいの　ポケモンが,まったく　でて　こなくなる。,２５０ぽ　すすむ　あいだ,よわい　やせいの　ポケモンが,まったく　でて　こなくなる。,0,0,NORMAL,0,0,0,0,0,BAG_MSG,0,RECOVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
078,ノーマル,あなぬけのヒモ,あなぬけのヒモ,item_085,item_085,000550,0,0,,30,0,0,ー,0,ながくて　じょうぶな　ヒモ。,どうくつや　ダンジョンから,ぬけだすことが　できる。,ながくて　じょうぶな　ヒモ。,どうくつや　ダンジョンから,ぬけだすことが　できる。,0,0,NORMAL,0,0,0,0,0,ANANUKE,0,RECOVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
079,ノーマル,むしよけスプレー,むしよけスプレー,item_083,item_086,000350,0,100,,30,0,0,ー,0,１００ぽ　すすむ　あいだ,よわい　やせいの　ポケモンが,まったく　でて　こなくなる。,１００ぽ　すすむ　あいだ,よわい　やせいの　ポケモンが,まったく　でて　こなくなる。,0,0,NORMAL,0,0,0,0,0,BAG_MSG,0,RECOVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
080,ノーマル,たいようのいし,たいようのいし,item_093,item_093,002100,0,0,,30,0,0,ー,0,ある　とくていの　ポケモンを,しんかさせる　ふしぎな　いし。,たいようのように　あかい。,ある　とくていの　ポケモンを,しんかさせる　ふしぎな　いし。,たいようのように　あかい。,0,0,NORMAL,0,0,0,0,0,EVOLUTION,0,RECOVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
081,ノーマル,つきのいし,つきのいし,item_094,item_094,002100,0,0,,30,0,0,ー,0,ある　とくていの　ポケモンを,しんかさせる　ふしぎな　いし。,よぞらのように　くろい。,ある　とくていの　ポケモンを,しんかさせる　ふしぎな　いし。,よぞらのように　くろい。,0,0,NORMAL,0,0,0,0,0,EVOLUTION,0,RECOVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,お月見山：月曜日のピッピイベント後に岩を調べると入手
082,ノーマル,ほのおのいし,ほのおのいし,item_095,item_095,002100,0,0,,30,0,0,ー,0,ある　とくていの　ポケモンを,しんかさせる　ふしぎな　いし。,だいだいいろを　している。,ある　とくていの　ポケモンを,しんかさせる　ふしぎな　いし。,だいだいいろを　している。,0,0,NORMAL,0,0,0,0,0,EVOLUTION,0,RECOVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
083,ノーマル,かみなりのいし,かみなりのいし,item_096,item_096,002100,0,0,,30,0,0,ー,0,ある　とくていの　ポケモンを,しんかさせる　ふしぎな　いし。,いなずまの　もようが　ある。,ある　とくていの　ポケモンを,しんかさせる　ふしぎな　いし。,いなずまの　もようが　ある。,0,0,NORMAL,0,0,0,0,0,EVOLUTION,0,RECOVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
084,ノーマル,みずのいし,みずのいし,item_097,item_097,002100,0,0,,30,0,0,ー,0,ある　とくていの　ポケモンを,しんかさせる　ふしぎな　いし。,すんだ　みずいろを　している。,ある　とくていの　ポケモンを,しんかさせる　ふしぎな　いし。,すんだ　みずいろを　している。,0,0,NORMAL,0,0,0,0,0,EVOLUTION,0,RECOVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
085,ノーマル,リーフのいし,リーフのいし,item_098,item_098,002100,0,0,,30,0,0,ー,0,ある　とくていの　ポケモンを,しんかさせる　ふしぎな　いし。,はっぱの　もようが　ある。,ある　とくていの　ポケモンを,しんかさせる　ふしぎな　いし。,はっぱの　もようが　ある。,0,0,NORMAL,0,0,0,0,0,EVOLUTION,0,RECOVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
086,ノーマル,ちいさなキノコ,ちいさなキノコ,item_103,item_104,000500,0,0,２１４番道路：アイテム配置,30,0,0,ー,0,ちいさな　めずらしい　キノコ。,いちぶの　マニアの　あいだでは,けっこう　にんきが　たかい。,ちいさな　めずらしい　キノコ。,いちぶの　マニアの　あいだでは,けっこう　にんきが　たかい。,0,0,NORMAL,0,0,0,0,0,0,0,RECOVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
087,ノーマル,おおきなキノコ,おおきなキノコ,item_104,item_104,005000,0,0,,30,0,0,ー,0,おおきな　めずらしい　キノコ。,いちぶの　マニアの　あいだでは,とても　にんきが　たかい。,おおきな　めずらしい　キノコ。,いちぶの　マニアの　あいだでは,とても　にんきが　たかい。,0,0,NORMAL,0,0,0,0,0,0,0,RECOVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
088,ノーマル,しんじゅ,しんじゅ,item_106,item_106,001400,0,0,,30,0,0,ー,0,きれいな　ぎんいろに　ひかる,すこし　ちいさめの　しんじゅ。,ショップで　やすく　うれる。,きれいな　ぎんいろに　ひかる,すこし　ちいさめの　しんじゅ。,ショップで　やすく　うれる。,0,0,NORMAL,0,0,0,0,0,0,0,RECOVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
089,ノーマル,おおきなしんじゅ,おおきなしんじゅ,item_107,item_106,007500,0,0,,30,0,0,ー,0,きれいな　ぎんいろに　ひかる,かなり　おおつぶの　しんじゅ。,ショップで　たかく　うれる。,きれいな　ぎんいろに　ひかる,かなり　おおつぶの　しんじゅ。,ショップで　たかく　うれる。,0,0,NORMAL,0,0,0,0,0,0,0,RECOVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
090,ノーマル,ほしのすな,ほしのすな,item_108,item_108,002000,0,0,,30,0,0,ー,0,てざわりが　サラサラの,あかくて　きれいな　すな。,ショップで　たかく　うれる。,てざわりが　サラサラの,あかくて　きれいな　すな。,ショップで　たかく　うれる。,0,0,NORMAL,0,0,0,0,0,0,0,RECOVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
